PMID,Title,Year,Journal,Abstract
42363264,A pilot study investigating the feasibility of a positive body image yoga intervention for men and women across adulthood.,2026,Pilot and feasibility studies,"Yoga interventions have been shown to promote positive body image, although these studies have focused predominantly on young women. The purpose of this pilot study was to evaluate the feasibility and acceptability of a positive body image yoga intervention in a sample of men and women across the adult lifespan and to examine the potential changes in body image following the intervention. Sixty-two adults (≥18 years of age) who were not engaging in yoga and scored a 4 or lower on a measure of body appreciation (to avoid ceiling effects) were recruited from a small Canadian city. Participants were randomly assigned to an in-person 10-week yoga or waitlist control group. Participants self-reported demographic information; they completed body image measures online at baseline, 5 weeks, and program end. Study adherence, retention, and dropout rates were measured at program end to assess feasibility and acceptability. A total of 195 individuals contacted us with interest in the study, of which 82 (42%) were eligible. Fifty-seven participants were randomized (Mage of the sample was 52 years; 93% identified as White and 86% identified as a woman). Measures of feasibility (4.82/5 yoga, 3.42/5 control), acceptability (4.80/5 yoga, 3.33/5 control), and appropriateness (4.82/5 yoga, 3.35/5 control) supported the feasibility of the intervention condition. Secondary indicators of feasibility were also assessed. Twenty-one participants attended at least one yoga class, with mean attendance at the yoga classes 79%. All classes were delivered as intended. Sixteen (57%) and 18 (62%) participants in the yoga and control group, respectively, completed measures at all three time points. There was a total of 12 dropouts and 11 dropouts in the yoga and control group, respectively. There were improvements in functionality appreciation (η<sup>2</sup><sub>p</sub> = .168) and body satisfaction with body function (η<sup>2</sup><sub>p</sub> = .105) in favor of those in the yoga intervention group. This pilot study provided insight into conducting a fully randomized controlled trial of a yoga program to improve positive body image in men and women across the adult lifespan. Although some changes, particularly to the recruitment of men and younger individuals, are necessary in subsequent studies, in general the yoga program was feasible to deliver and acceptable to participants. Changes to the control group to make it more acceptable would be beneficial. Exploratory analysis indicated the program could improve positive body image facets. NCT05899881. First submitted on May 24, 2023. First posted on June 12, 2023."
42362874,Effects of recreational yoga on emotional and autonomic health among nursing home residents.,2026,Scientific reports,"Depression, reduced leisure satisfaction, and impaired autonomic regulation are common among older adults living in nursing homes. Non-pharmacological interventions such as yoga are increasingly recognized for their potential to improve both mental and physical health. This study aimed to investigate the effects of recreational therapy-based yoga on depression, leisure time satisfaction, and heart rate variability (HRV) in individuals aged ≥ 65 years residing in a nursing home. A randomized controlled experimental design was used. The study included 36 participants (18 in the experimental group and 18 in the control group) aged ≥ 65 years. The experimental group participated in yoga sessions for 45-60 min, twice weekly for 10 weeks, while the control group received no intervention. Data were collected using a Personal Information Form, Geriatric Depression Scale-15, Leisure Time Satisfaction Scale, and the Polar H10 heart rate monitor to assess HRV parameters. Based on the results of normality and homogeneity tests, appropriate parametric (dependent and independent samples t-tests) and non-parametric tests (Wilcoxon signed-rank and Mann-Whitney U tests) were applied. Post-test results showed a significant decrease in depression levels, a notable improvement in leisure time satisfaction, and positive changes in HRV parameters in the experimental group compared to the control group. These findings suggest enhanced parasympathetic activity and emotional well-being in participants who engaged in yoga. Recreational therapy-based yoga may be an effective intervention for improving mental health, leisure satisfaction, and autonomic function among older adults in institutional settings. This low-cost, accessible approach holds promise as a complementary therapy for enhancing the quality of life in elderly populations."
42361091,"Comparative performance of invasive, semi-invasive, and non-invasive insulin resistance-related indices across prediabetes and normoglycemia.",2026,PloS one,"Insulin resistance, a defining abnormality in the development of type 2 diabetes, often emerges silently during prediabetes. This study evaluated the comparative performance of multiple insulin resistance-related indices across adults with prediabetes and normoglycemia. A cross-sectional analysis was conducted among 100 adults aged 25-55 years, equally divided between the two glycemic groups. Twenty-five candidate indices were examined, spanning blood-based indices, lipid-anthropometry combinations, and non-invasive anthropometric and body-composition measures, including several newly derived indices. Correlation analysis was performed to assess the relationship between candidate indices and the Homeostasis Model Assessment for Insulin Resistance, followed by logistic regression and receiver operating characteristic curve evaluation for indices showing significant correlations. Individuals with prediabetes demonstrated significantly higher adiposity and differences in metabolic parameters compared to individuals with normoglycemia (p < 0.05 for most variables). Seventeen of the twenty-five candidate indices showed significant correlations with the Homeostasis Model Assessment for Insulin Resistance. Among laboratory-based indices, the triglyceride-glucose index and the homeostasis model assessment showed good discriminative performance. Within lipid-anthropometry combinations, the triglyceride-glucose waist-to-height ratio and triglyceride-glucose waist circumference provided the best performance, each yielding an area under the curve of approximately 0.79. Several non-invasive indices also demonstrated good comparative performance. The bioimpedance-based somatotype adiposity index showed the highest overall performance among individual indices, with an area under the curve of 0.82, sensitivity of 78 percent, specificity of 80 percent, and an adjusted odds ratio of 14.9. These findings suggest that selected non-invasive anthropometric and body-composition indices may provide a practical and low-cost approach for assessing metabolic alterations associated with insulin resistance across glycemic groups, although further validation is required."
42361089,Harnessing hawthorn (<i>Crataegus</i> spp.) for cardiovascular health: a timely shift toward phytotherapy.,2026,Natural product research,
42360361,Role of individualized intervention(s) on quality of life and adherence to adjuvant endocrine therapy in premenopausal women with early-stage breast cancer: MyCHOICE study.,2026,Breast cancer research and treatment,"Premenopausal women receiving combination endocrine therapy often experience substantial declines in quality of life (QOL), cognitive functioning, and treatment adherence. The MyChoice study evaluated whether individualized behavioral and complementary interventions could help maintain or improve QOL and treatment adherence in women with early-stage hormone receptor-positive breast cancer undergoing aromatase inhibitor- or tamoxifen-based therapy with ovarian suppression. In this prospective multicenter phase II study, premenopausal women with newly diagnosed hormone receptor-positive breast cancer were enrolled prior to initiation of combination endocrine therapy. Tailored supportive interventions, including structured exercise programs, restorative yoga, acupuncture, and massage therapy, were offered, and women could choose one or more interventions either alone or in combination. QOL and cognitive function were assessed at baseline, 3 months, and every 6 months for up to 3 years using FACT-B, FACT-ES, and FACT-Cognitive Function instruments. Adherence to endocrine therapy was assessed at each follow-up visit using physician-conducted patient interviews and pharmacy refill records. Longitudinal changes in QOL and their demographic and clinical predictors were analyzed using linear mixed-effects models. Forty premenopausal women participated, with a median age of 43 years. Exercise was the most frequently selected intervention (61%), followed by massage therapy (44%), acupuncture (35%), and yoga (30%). Functional well-being improved significantly over time (1.65 points per year, p = 0.0005). Emotional well-being, social/family well-being, physical well-being, endocrine symptoms, and perceived cognitive abilities remained stable. Adherence to endocrine therapy was high at 92.5% over the follow-up period. In multivariable analyses, younger age (< 35 years) was associated with less favorable outcomes across several domains, including lower FACT-ES scores and lower physical well-being. Individualized, patient-selected supportive interventions may help maintain key aspects of quality of life and support adherence to endocrine therapy in premenopausal women with early-stage breast cancer. These findings support further evaluation in larger, controlled trials."
42354650,Investigation of the Effectiveness of Mindfulness-Based Yoga Training in Individuals with Fibromyalgia: A Randomized Controlled Trial.,2026,"Healthcare (Basel, Switzerland)","<b>Background:</b> Fibromyalgia is a chronic condition characterised by widespread pain, fatigue, sleep disturbances, and psychological symptoms. Mindfulness-based approaches are increasingly used as complementary interventions for symptom management. This study aimed to investigate the effectiveness of mindfulness-based yoga (MBY) delivered via telerehabilitation in individuals with fibromyalgia. <b>Methods:</b> This trial included 64 women with fibromyalgia who were randomly assigned to an 8-week mindfulness-based yoga program delivered via telerehabilitation or active control group including walking and physiotherapy modalities. Both groups received patient education at the outset. Assessments were conducted before and after the intervention. Outcome measures included fatigue, anxiety, depression, sleep quality, symptoms associated with central sensitization, kinesiophobia, pain intensity, mindfulness level, impact of fibromyalgia on life, biopsychosocial status, and pain catastrophising. Data were analyzed using mixed-design analysis of variance (ANOVA), with additional <i>t</i>-tests and analysis of covariance (ANCOVA) conducted for post hoc analyses. <b>Results:</b> Compared to the control group, the mindfulness-based yoga (MBY) group showed more pronounced improvements in terms of fatigue, anxiety, symptoms associated with central sensitization, biopsychosocial status, symptom severity, catastrophising about pain, ruminative thoughts about pain, and cognitive dimensions of pain. Although no significant differences were found between groups for other variables, intra-group improvements were observed in the MBY group. <b>Conclusions:</b> It was concluded that the MBY intervention administered via telerehabilitation is a viable complementary approach to traditional treatments in reducing the symptom burden of fibromyalgia. It was thought that the effectiveness of the research could be increased by conducting studies involving long-term follow-up assessments and investigating the integration of different mindfulness-based telerehabilitation interventions into the clinical setting."
42354561,Yoga and High-Intensity Interval Training Show Comparable Effects on HbA1c in Type 2 Diabetes: A Systematic Review and Preliminary Pilot Network Meta-Analysis in Adult Populations.,2026,"Healthcare (Basel, Switzerland)","<b>Background/Objectives</b>: Exercise is pivotal for glycemic control in type 2 diabetes mellitus (T2DM), yet the relative efficacy of various exercise modalities remains inconclusive. This network meta-analysis aimed to evaluate and provide a preliminary ranking of exercise interventions on HbA1c levels in adults with type 2 diabetes mellitus, to facilitate clinically relevant network comparisons and to generate evidence for future large-scale comparative trials. <b>Methods</b>: A systematic review and network meta-analysis were conducted in accordance with PRISMA guidelines. Electronic databases (PubMed, MEDLINE, Cochrane Library, CINAHL, and ProQuest) were searched from inception to Dec 2024. Randomized controlled trials evaluating exercise interventions in adults with T2DM were included. Risk of bias was assessed independently by two reviewers using the JBI critical appraisal tool. The primary outcome was the change in HbA1c level. <b>Results</b>: Six randomized controlled trials involving a total of 511 participants (256 in the treatment group and 255 in the control group) were included in the final analysis. Both high-intensity interval training (MD = -0.322; 95% CI: -0.559 to -0.084; <i>p</i> = 0.008) and yoga (MD = -0.366; 95% CI: -0.534 to -0.198; <i>p</i> < 0.001) significantly reduced HbA1c compared with the active control. Although the preliminary ranking analysis suggested a higher probability of effectiveness for yoga (SUCRA 1) than for HIIT (SUCRA 0.5), the indirect comparison revealed no statistically significant difference in HbA1c reduction between the two interventions (MD = -0.044; 95% CI: -0.335 to 0.247; <i>p</i> = 0.766). <b>Conclusions</b>: These findings provide preliminary, evidence-generating; however, given the sparse network and absence of head-to-head trials, the treatment hierarchy should be interpreted with extreme caution and selected based on patients' preferences and tolerance. Registration: PROSPERO [CRD42025650162]."
42354260,Preventing Musculoskeletal Strain in Dental Training: Effects of a Movement-Based Intervention.,2026,International journal of environmental research and public health,"Work-related musculoskeletal disorders (WMSDs) are highly prevalent among dental professionals and often begin during clinical training. Preventive strategies within dental education remain limited. This study aimed to evaluate the effects of integrating a structured yoga-based programme into postgraduate dental training on musculoskeletal symptoms, perceived stress, and resilience. A randomized controlled pilot study was conducted in which participants were allocated to either an intervention group undertaking a 12-week yoga programme (one session per week) or a control group continuing usual clinical activities. Musculoskeletal symptoms were assessed using the adapted Nordic Musculoskeletal Questionnaire (NMQ) recall measure, while psychological outcomes were assessed using the Perceived Stress Scale (PSS-10) and the Connor-Davidson Resilience Scale (CD-RISC-10). Over the study period, musculoskeletal symptom scores decreased in the intervention group, whereas they remained relatively stable in the control group. Significant Group × Time interactions were observed for the primary musculoskeletal outcomes. No significant differences were found for work-related impairment, perceived stress, or resilience. These preliminary findings suggest that structured movement-based interventions may represent a potentially feasible preventive approach within dental training environments to address early occupational musculoskeletal strain. Further research with larger samples and longer intervention periods is needed to confirm these findings."
42348866,"Beyond the bladder: incontinence-specific, physical, and psychological contributors to sexual function in women with urinary incontinence.",2026,The journal of sexual medicine,"Urinary incontinence (UI) can interfere with sexual activity in women, yet sexual function may be shaped by a more complex interplay of physical and psychological factors in women with frequent UI. We aimed to assess the associations of incontinence-specific, physical function-related, and psychological factors with multidimensional sexual function in midlife and older women with UI. We conducted ancillary analyses of sexual function data from a multicenter randomized trial of a pelvic floor yoga intervention versus physical conditioning intervention in women aged 45 years or older with at least daily UI. Urinary incontinence symptoms were assessed using validated voiding diaries at baseline and 6, 12, 24, and 36 weeks. Physical and psychological function were assessed by standardized performance tests and questionnaires (including the Patient-Reported Outcomes Measurement Information System physical function profile short-form, 2-minute step testing, Center for Epidemiological Studies Depression scale, and Hospital Anxiety and Depression Scale-Anxiety Subscale). Sexual function was evaluated using the Pelvic Organ Prolapse/Incontinence Sexual Questionnaire, IUGA-Revised scales for condition-specific impact on sexual activity (CS), condition-specific impact on sexual quality (CI), and global sexual quality rating (GQ). Repeated-measures mixed linear regression models were used to compare mean sexual function scores across different incontinence-specific, physical, and psychological factors, while adjusting for the influence of all other factors. Of the 240 participants, 129 (54.7%) were sexually active at baseline. Among sexually active participants, UI frequency was associated with worse mean CS scores (90.9 vs. 86.9 vs. 86.2, P = .03), depression symptoms were associated with worse CS scores (89.8 vs. 86.2, P = .049), and anxiety symptoms were associated with worse CI scores (82.0 vs. 77.1, P = .04). Among non-sexually active participants, depression symptoms were associated with worse GQ (35.0 vs. 44.8, P = .01) and CI scores (7.9 vs. 18.5, P = .01), and lower physical function was associated with worse CI scores (18.1 vs. 12.2 vs. 9.3, P = .04). No significant differences in sexual function were associated with clinical type of UI (eg, urge-dominant, stress-dominant) after adjustment for physical or psychological factors. Even among women with daily UI, incontinence-specific factors were not major determinants of sexual function, nor was their physical function status. Instead, variations in sexual function were more consistently associated with psychological function. Recognizing sexual function and UI concerns as distinct processes and addressing overlapping psychological symptoms may offer the greatest value in women with poor sexual function and UI.Clinical trial registration number: NCT03672461."
42347780,Mechanisms driving change in perceived social support and compassion among survivors of human trafficking participating in a group-based mind-body intervention: Findings from the healing and resilience after trauma project.,2026,"Psychological trauma : theory, research, practice and policy","Yoga is rapidly gaining popularity as a mind-body intervention with notable benefits on both physical and mental health for survivors of traumatic experiences, such as human trafficking. Among trauma survivors, yoga is associated with significant improvements in psychological symptoms and social functioning. However, little is known about the specific mechanisms through which mind-body practices improve social functioning. In this study, we assessed changes in perceived social support and compassion among female human trafficking survivors (<i>N</i> = 10) in Kampala, Uganda, who participated in a mind-body intervention in a shelter setting. Quantitative survey measures indicate increases, though not statistically significant, in perceived social support and compassion toward others. We also conducted a qualitative analysis of interviews with intervention participants. Qualitative findings highlight the importance of having structured opportunities to interact with fellow survivors and opportunities to discuss prior traumatic experiences that may or may not have been related to human trafficking. Findings from this study have important implications for the utilization of mind-body interventions among trauma survivors. (PsycInfo Database Record (c) 2026 APA, all rights reserved)."
42347582,"""You Focus Only on Your Breath and Heart"": Experiences of Individuals With Mental Disorders Participating in Nurse-Led Group Yoga Practice in an Inpatient Psychiatric Unit.",2026,Journal of psychosocial nursing and mental health services,"To explore the experiences of individuals with mental disorders participating in a nurse-led group yoga practice in an acute psychiatric inpatient setting. A descriptive qualitative design was used. The study sample comprised patients with mental disorders hospitalized in a psychiatric unit of a university hospital in Türkiye; 26 patients participated in the yoga program, and interviews were conducted with 14 participants who attended at least eight sessions over 4 weeks. Data were collected through semi-structured interviews and analyzed using reflexive thematic analysis informed by a analytic framework. Four main themes emerged: <i>Emotional and Mental Well-Being, Reflecting Relaxation, Emotional Regulation, and Enhanced Self-Awareness</i>; <i>Physical Effects and Body Awareness</i> (including increased bodily awareness and breath control); <i>The Power of Shared Experience</i> (highlighting motivation and social connectedness fostered through group practice); and <i>Challenges and Recommendations</i> (addressing physical strain, environmental limitations, and suggestions for structured and supportive implementation). Nurse-led group yoga appears to be a holistic and supportive intervention for psychiatric inpatients, improving psychological well-being, physical awareness, and social connectedness. Integrating structured, nurse-led yoga sessions into psychiatric wards can promote recovery-oriented, holistic care."
42347460,Interventions Related to Menstrual Health and Menstrual-Cycle-Associated Symptoms in Female Athletes: Implications for Recovery and Athletic Performance.,2026,"Sports (Basel, Switzerland)","Menstrual-cycle-associated symptoms and menstrual health conditions are common among female athletes and may influence recovery, perceived readiness, training availability, and athletic performance. However, evidence regarding interventions aimed at managing these symptoms and their functional implications in athletes remains limited and heterogeneous. The objective of this study is to synthesize the available evidence on pharmacological and non-pharmacological interventions related to menstrual health and menstrual-cycle-associated symptoms in female athletes and to evaluate their impact on performance, recovery, functional capacity, and symptom burden. A systematic review with narrative synthesis was conducted following PRISMA 2020 guidelines. Studies evaluating interventions associated with menstrual health or menstrual-cycle-related symptoms in female athletes were included when they reported outcomes related to athletic performance, recovery, functional capacity, or symptom burden. Five studies published between 2023 and 2025 were included. The interventions evaluated included hormonally related strategies involving oral contraceptive timing, recovery interventions such as cryotherapy, mindfulness-based yoga, nutritional supplementation, and pharmacological pain-modulation approaches. However, findings regarding objective athletic performance outcomes were inconsistent, and the included studies showed substantial methodological heterogeneity. The available evidence suggests that certain interventions related to menstrual health may contribute to improvements in symptom burden, perceived recovery, or selected functional outcomes in female athletes. Nevertheless, the current evidence base remains limited, heterogeneous, and insufficient to support strong performance-related recommendations. Further high-quality studies specifically designed in female athlete populations are needed to inform evidence-based sports medicine practice."
